
1662436108689 :: get_profile ::  :: 1662436108689 :: response

1662449231115 :: orderBook ::  :: 1662449232115 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -123.55, 'chp': -27.46, 'lp': 326.3, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662449290023 :: orderBook ::  :: 1662449291101 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': 43.35, 'chp': 11.78, 'lp': 411.2, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662449291101 :: orderBook ::  :: 1662449292117 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -121.1, 'chp': -26.92, 'lp': 328.75, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662449350025 :: orderBook ::  :: 1662449351072 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': 40.4, 'chp': 10.98, 'lp': 408.25, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662449351072 :: orderBook ::  :: 1662449352087 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -119.85, 'chp': -26.64, 'lp': 330.0, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662449410026 :: orderBook ::  :: 1662449411057 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': 40.35, 'chp': 10.97, 'lp': 408.2, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662449411057 :: orderBook ::  :: 1662449412057 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -121.9, 'chp': -27.1, 'lp': 327.95, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662449470028 :: orderBook ::  :: 1662449471090 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': 27.15, 'chp': 7.38, 'lp': 395.0, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662449471090 :: orderBook ::  :: 1662449472121 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -110.0, 'chp': -24.45, 'lp': 339.85, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662449530029 :: orderBook ::  :: 1662449531139 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': 26.4, 'chp': 7.18, 'lp': 394.25, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662449531139 :: orderBook ::  :: 1662449532201 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -107.5, 'chp': -23.9, 'lp': 342.35, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662449590015 :: orderBook ::  :: 1662449591093 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': 32.85, 'chp': 8.93, 'lp': 400.7, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662449591093 :: orderBook ::  :: 1662449592109 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -113.6, 'chp': -25.25, 'lp': 336.25, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662449650017 :: orderBook ::  :: 1662449651048 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': 34.15, 'chp': 9.28, 'lp': 402.0, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662449651048 :: orderBook ::  :: 1662449652079 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -115.4, 'chp': -25.65, 'lp': 334.45, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662449710018 :: orderBook ::  :: 1662449711081 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': 29.9, 'chp': 8.13, 'lp': 397.75, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662449711081 :: orderBook ::  :: 1662449712127 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -109.4, 'chp': -24.32, 'lp': 340.45, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662449770020 :: orderBook ::  :: 1662449771051 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': 12.5, 'chp': 3.4, 'lp': 380.35, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662449771051 :: orderBook ::  :: 1662449772066 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -99.2, 'chp': -22.05, 'lp': 350.65, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662449830021 :: orderBook ::  :: 1662449831130 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -1.4, 'chp': -0.38, 'lp': 366.45, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662449831130 :: orderBook ::  :: 1662449832161 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -86.35, 'chp': -19.2, 'lp': 363.5, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662449890023 :: orderBook ::  :: 1662449891101 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -10.85, 'chp': -2.95, 'lp': 357.0, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662449891101 :: orderBook ::  :: 1662449892132 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -81.05, 'chp': -18.02, 'lp': 368.8, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662449950024 :: orderBook ::  :: 1662449951040 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -0.75, 'chp': -0.2, 'lp': 367.1, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662449951040 :: orderBook ::  :: 1662449952055 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -84.2, 'chp': -18.72, 'lp': 365.65, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662450010026 :: orderBook ::  :: 1662450011073 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -4.55, 'chp': -1.24, 'lp': 363.3, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662450011073 :: orderBook ::  :: 1662450012072 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -80.55, 'chp': -17.91, 'lp': 369.3, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662450070027 :: orderBook ::  :: 1662450071090 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': 0.35, 'chp': 0.1, 'lp': 368.2, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662450071090 :: orderBook ::  :: 1662450072121 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -78.65, 'chp': -17.48, 'lp': 371.2, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662450130029 :: orderBook ::  :: 1662450131076 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -3.3, 'chp': -0.9, 'lp': 364.55, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

